title,date,price,is_discounted,locals,surface,bathrooms,floor
"Bilocale via Gian Domenico Cassini 7, Crocetta, Torino",06/12/2022,€ 138.000,0,2,96 m²,1,T
"Quadrilocale corso Grosseto 221, Madonna di Campagna, Torino",27/12/2022,€ 129.000,0,4,104 m²,1,2
"Appartamento corso Guglielmo Marconi 25, San Salvario - Baretti, Torino",20/12/2022,€ 595.000,0,5+,150 m²,3,4
"Trilocale via Cardinale Maurilio Fossati 26, Pozzo Strada, Torino",20/12/2022,€ 155.000,1,3,98 m²,1,1
"Trilocale via TIRRENO 129, Santa Rita, Torino",08/11/2022,€ 178.000,0,3,106 m²,1,6
"Trilocale via Michele Coppino 79, Borgo Vittoria, Torino",01/12/2022,€ 105.000,0,3,90 m²,1,5
"Quadrilocale via STELVIO 67, Pozzo Strada, Torino",25/10/2022,€ 259.000,0,4,145 m²,2,3
"Quadrilocale via montebello 22, Giardini Reali, Torino",03/01/2023,€ 379.000,0,4,90 m²,1,2
"Quadrilocale corso 11 Febbraio 27, Aurora, Torino",26/11/2022,€ 250.000,0,4,125 m²,2,1
"Quadrilocale via Salerno 33, Aurora, Torino",29/11/2022,€ 185.000,0,4,95 m²,2,1
"Quadrilocale via Guido Cavalcanti 6, Madonna del Pilone, Torino",03/01/2023,€ 239.000,0,4,76 m²,2,1
"Trilocale via Moretta 27, Cenisia, Torino",28/12/2022,€ 115.000,0,3,60 m²,1,3
"Quadrilocale corso Regina Margherita 288, Lucento, Torino",15/11/2022,€ 169.000,0,4,115 m²,1,7
"Appartamento corso Regina Margherita 3, Vanchiglia, Torino",03/01/2023,€ 497.000,0,5,120 m²,2,4
"Bilocale via pollenzo 10, San Paolo, Torino",22/12/2022,€ 89.000,1,2,50 m²,1,2
"Trilocale via Sempione 124, Barriera di Milano, Torino",22/12/2022,€ 105.000,1,3,80 m²,1,3
"Trilocale via Canelli 95, Mirafiori Nord, Torino",16/12/2022,€ 125.000,0,3,80 m²,1,4
"Trilocale piazza Respighi 9, Barriera di Milano, Torino",20/12/2022,€ 118.000,0,3,82 m²,1,5
"Trilocale via Rodolfo Renier 13, San Paolo, Torino",13/12/2022,€ 169.000,0,3,70 m²,1,2
"Quadrilocale via Nicola Porpora 46, Regio Parco, Torino",10/12/2022,€ 114.900,0,4,130 m²,1,2
"Trilocale via Pietro Francesco Guala, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 129.000,0,3,90 m²,1,1
"Quadrilocale via Brandizzo 23/A, Barriera di Milano, Torino",23/12/2022,€ 53.900,0,4,81 m²,1,2
"Bilocale via mercadante 95/C, Barriera di Milano, Torino",23/04/2022,€ 74.900,0,2,58 m²,1,6
"Trilocale via Casteldelfino 4, Borgo Vittoria, Torino",29/11/2022,€ 90.000,0,3,80 m²,1,2
"Quadrilocale via Candiolo 76, Mirafiori Sud - Onorato Vigliani, Torino",02/01/2023,€ 79.000,0,4,100 m²,1,3
"Quadrilocale via DELLE BETULLE 17, Falchera, Torino",14/10/2022,€ 89.900,0,4,90 m²,1,2
"Trilocale via Giuseppe Tartini 37, Regio Parco, Torino",12/12/2022,€ 53.000,0,3,70 m²,1,1
"Trilocale via Alfredo Oriani 25, Lucento, Torino",14/12/2022,€ 135.000,0,3,80 m²,1,6
"Appartamento via Andrea Provana, Via della Rocca, Torino",08/09/2022,€ 649.000,0,5,190 m²,2,1
"Quadrilocale corso Palermo 82, Aurora, Torino",19/12/2022,€ 205.000,0,4,90 m²,2,3
"Quadrilocale via Sospello 173, Borgo Vittoria, Torino",30/11/2022,€ 159.000,0,4,105 m²,1,7
"Appartamento via Principe Tommaso 21, San Salvario - Baretti, Torino",16/12/2022,€ 259.000,0,5,120 m²,1,4
"Trilocale via Sette Comuni 29, Mirafiori Nord, Torino",02/01/2023,€ 99.000,0,3,85 m²,1,3
"Trilocale via Giovanni Paisiello 51, Barriera di Milano, Torino",07/07/2022,€ 74.900,0,3,74 m²,1,5
"Trilocale via Latina 4, Lucento, Torino",14/12/2022,€ 145.000,0,3,80 m²,1,3
"Quadrilocale via Guglielmo Reiss Romoli 81/11, Barriera di Lanzo, Torino",27/12/2022,€ 94.000,0,4,86 m²,2,6
"Quadrilocale via Clemente Damiano Priocca 10, Aurora, Torino",02/12/2022,€ 169.000,0,4,95 m²,1,3
"Trilocale via Carlo Marochetti 7, San Salvario - Dante, Torino",16/12/2022,€ 139.000,0,3,65 m²,1,2
"Trilocale corso Siracusa 105, Santa Rita, Torino",03/01/2023,€ 159.000,0,3,107 m²,1,2
"Trilocale corso Adriatico 16, Santa Rita, Torino",02/01/2023,€ 149.000,0,3,75 m²,1,2
"Bilocale corso Bernardino Telesio 60, Parella, Torino",30/11/2022,€ 72.000,0,2,58 m²,1,2
"Quadrilocale corso Taranto 177, Regio Parco, Torino",21/10/2022,€ 85.000,0,4,85 m²,1,R
"Loft corso Svizzera 185, Lucento, Torino",07/11/2022,€ 139.000,0,2,70 m²,1,1
"Quadrilocale via Salvatore Cognetti De Martiis 48, Lucento, Torino",02/12/2022,€ 100.000,0,4,95 m²,1,3
"Appartamento via Monte Rosa 87, Barriera di Milano, Torino",21/12/2022,€ 130.000,0,5,150 m²,2,4
"Trilocale via spontini 4, Barriera di Milano, Torino",09/12/2022,€ 73.000,0,3,77 m²,1,4
"Trilocale corso Carlo e Nello Rosselli 90, Crocetta, Torino",09/08/2022,€ 129.000,0,3,71 m²,1,5 - 6
"Bilocale via Saverio Mercadante 91, Barriera di Milano, Torino",22/11/2022,€ 57.000,0,2,65 m²,1,1
"Bilocale via Cavagnolo 24, Falchera, Torino",23/12/2022,€ 52.000,0,2,60 m²,1,4
"Quadrilocale via Sabaudia 17, Cavoretto, Torino",02/12/2022,€ 480.000,0,4,215 m²,1,1
"Bilocale via Giovanni Spano 6/14, Lingotto, Torino",02/01/2023,€ 71.000,1,2,47 m²,1,5
"Bilocale via Luigi Galvani 12, San Donato, Torino",24/07/2022,€ 60.000,0,2,50 m²,1,1
"Trilocale via Filadelfia 156, Santa Rita, Torino",14/12/2022,€ 179.000,0,3,93 m²,1,7
"Quadrilocale corso Siracusa 102, Santa Rita, Mirafiori Nord, Torino",03/01/2023,€ 209.000,0,4,118 m²,1,2
"Quadrilocale corso Vercelli 254, Rebaudengo, Torino",30/11/2022,€ 119.000,0,4,110 m²,1,9
"Villa unifamiliare corso Moncalieri 248, Cavoretto, Torino",14/09/2022,€ 1.190.000,0,5+,257 m²,3+,
"Trilocale via Antonio Cecchi 5, Aurora, Torino",10/12/2022,€ 98.000,0,3,92 m²,1,5
"Appartamento via Balme 8, Campidoglio, Torino",09/12/2022,€ 518.000,0,5+,195 m²,3,1
"Mansarda corso Regina Margherita 144, Aurora, Torino",18/11/2022,€ 88.000,0,2,45 m²,1,3
"Appartamento via Massena 71, Crocetta, Torino",30/11/2022,€ 339.000,0,5+,165 m²,2,R
"Quadrilocale via Monte Rosa 28, Barriera di Milano, Torino",14/12/2022,€ 85.000,0,4,95 m²,1,1
"Appartamento corso Giacomo Matteotti 42BIS, Cittadella, Torino",28/12/2022,€ 890.000,0,5+,280 m²,3,4
"Appartamento via Giacinto Collegno 20, San Donato, Torino",19/12/2022,€ 370.000,0,5+,164 m²,2,4
"Appartamento corso Giacomo Matteotti 42BIS, Cittadella, Torino",28/12/2022,€ 850.000,0,5+,280 m²,3+,2
"Quadrilocale corso Vittorio Emanuele II 182, Cit Turin, Torino",06/10/2022,€ 278.000,0,4,106 m²,1,7
"Bilocale via Bari, Don Bosco, Torino",22/12/2022,€ 75.000,1,2,70 m²,1,1
"Villa unifamiliare via Mombasiglio 113, Santa Rita, Torino",03/01/2023,€ 379.000,0,5,143 m²,2,
"Appartamento via Mazzini 62, Via della Rocca, Torino",10/10/2022,€ 329.000,0,5,105 m²,2,1
"Bilocale via Costantino Nigra, Borgo Vittoria, Torino",22/10/2022,€ 39.000,0,2,40 m²,1,R
"Quadrilocale corso Unione Sovietica 415, Mirafiori Sud - Onorato Vigliani, Torino",19/12/2022,€ 160.000,0,4,100 m²,1,5
"Appartamento via Breglio 121, Borgo Vittoria, Torino",02/09/2022,€ 169.000,0,5,108 m²,2,1
"Quadrilocale via Balme 8, Campidoglio, Torino",09/12/2022,€ 359.000,0,4,130 m²,2,1
"Attico via Taggia 6, Lingotto, Torino",08/11/2022,€ 228.000,0,5,130 m²,2,
"Trilocale corso Unione Sovietica 415, Mirafiori Sud - Onorato Vigliani, Torino",20/12/2022,€ 130.000,0,3,78 m²,1,5
"Bilocale via Barletta 131, Santa Rita, Torino",15/12/2022,€ 155.000,0,2,67 m²,1,6
"Appartamento via Giovanni Bovetti 4, Mirafiori Sud - Onorato Vigliani, Torino",10/11/2022,€ 134.000,0,5,125 m²,1,R
"Quadrilocale ottimo stato, primo piano, Crocetta, Torino",29/12/2022,€ 199.000,0,4,104 m²,1,1
"Bilocale via Bertrando Spaventa 12, Lingotto, Torino",07/12/2022,€ 79.000,0,2,53 m²,1,4
"Appartamento via Giordano Bruno 106, Lingotto, Torino",29/12/2022,€ 345.000,0,5,179 m²,2,1
"Monolocale corso Filippo Turati 11, San Secondo, Torino",28/12/2022,€ 20.000,0,1,34 m²,1,S2
"Trilocale via Benvenuto Cellini 31, San Salvario - Dante, Torino",15/12/2022,€ 277.000,0,3,74 m²,1,2
"Trilocale via Benvenuto Cellini 31, San Salvario - Dante, Torino",15/12/2022,€ 277.000,0,3,74 m²,1,2
"Quadrilocale via Filadelfia 50, Lingotto, Torino",30/11/2022,€ 253.000,0,4,110 m²,2,9
"Bilocale via Padova 5, Aurora, Torino",03/10/2022,€ 59.000,0,2,45 m²,1,4
"Appartamento via Albenga 2, Lingotto, Torino",23/12/2022,€ 165.000,0,5,100 m²,1,3
"Quadrilocale viale dei Mughetti 7/b, Le Vallette, Torino",06/12/2022,€ 95.000,0,4,106 m²,1,1
"Trilocale via dell'Arcivescovado 7, Via Roma, Torino",04/07/2022,€ 1.050.000,0,3,130 m²,3,2
"Trilocale via Milano, Quadrilatero Romano, Torino",30/12/2022,€ 259.000,0,3,83 m²,1,3
"Appartamento corso Alessandro Tassoni 79, Campidoglio, Torino",27/09/2022,€ 299.000,0,5,136 m²,2,2
"Attico via Andrea Paris 10, Barriera di Lanzo, Torino",07/12/2022,€ 185.000,0,4,120 m²,2,7
"Quadrilocale via Castelgomberto 28, Santa Rita, Torino",11/10/2022,€ 415.000,0,4,190 m²,2,10
"Appartamento corso Francia 99, Cit Turin, Torino",16/06/2022,€ 82.000,0,5+,40 m²,3+,T
"Quadrilocale via Milano, Quadrilatero Romano, Torino",23/12/2022,€ 249.000,0,4,115 m²,1,1
"Appartamento via Giacinto Pacchiotti 8, Parella, Torino",10/12/2022,€ 295.000,0,5+,194 m²,2,1
"Quadrilocale corso Racconigi 14, Cit Turin, Torino",13/07/2022,€ 290.000,0,4,115 m²,2,2
"Appartamento ottimo stato, terzo piano, Giardini Reali, Torino",07/06/2022,€ 890.000,0,5,211 m²,3,3
"Appartamento via Silvio Pellico 21, San Salvario - Baretti, Torino",27/12/2022,€ 420.000,0,5,114 m²,2,2
"Quadrilocale via dell'Accademia Albertina 3BIS, Via della Rocca, Torino",13/10/2022,€ 465.000,0,4,135 m²,2,4
"Trilocale via Monte Albergian 25, Cenisia, Torino",22/12/2022,€ 122.000,0,3,100 m²,1,4
"Quadrilocale via Carlo Botta 5, Cittadella, Torino",03/01/2023,€ 260.000,0,4,100 m²,1,2
"Bilocale corso Regio Parco 26, Aurora, Torino",13/12/2022,€ 139.000,0,2,47 m²,1,2
"Bilocale corso Lecce 52, Campidoglio, Torino",03/01/2023,€ 115.000,0,2,78 m²,1,1
"Trilocale via Balme 8, Campidoglio, Torino",09/12/2022,€ 159.000,0,3,65 m²,1,1
"Trilocale via Felice Cordero di Pamparato 23, Campidoglio, Torino",03/01/2023,€ 139.000,0,3,87 m²,1,R
"Trilocale via Bene Vagienna 29, Santa Rita, Torino",06/12/2022,€ 137.000,0,3,73 m²,1,5
"Trilocale via Gattinara 1/A, Vanchiglietta, Torino",03/01/2023,€ 129.000,0,3,80 m²,1,1
"Bilocale via Villar 19, Borgo Vittoria, Torino",07/12/2022,€ 22.000,0,2,45 m²,1,5
"Bilocale via Felice Cordero di Pamparato 13, Campidoglio, Torino",03/01/2023,€ 89.000,0,2,55 m²,1,2
"Bilocale via Tesso 14BIS, Parco Dora, Torino",09/12/2022,€ 50.000,0,2,50 m²,1,1
"Bilocale via Guastalla 20, Vanchiglia, Torino",03/01/2023,€ 135.000,0,2,60 m²,1,T
"Quadrilocale corso Galileo Ferraris, Santa Rita, Torino",12/05/2022,€ 250.000,0,4,104 m²,1,1
"Appartamento piazza Savoia 7, Quadrilatero Romano, Torino",20/12/2022,€ 795.000,1,5,183 m²,2,2
"Appartamento corso Re Umberto, Piazza Solferino, Torino",01/12/2022,€ 780.000,0,5+,236 m²,2,3
"Trilocale corso Palermo 20, Aurora, Torino",25/10/2022,€ 159.000,0,3,75 m²,1,5
"Bilocale corso Duca degli Abruzzi 82, Crocetta, Torino",22/12/2022,€ 154.000,0,2,55 m²,1,R
"Appartamento corso Carlo Luigi Farini 1, Vanchiglia, Torino",24/11/2022,€ 259.000,0,5,114 m²,2,
"Trilocale via Genova 236, Nizza Millefonti, Torino",25/11/2022,€ 75.000,0,3,70 m²,1,5
"Quadrilocale corso Dante Alighieri 44, San Salvario - Dante, Torino",13/12/2022,€ 259.000,0,4,115 m²,2,9
"Trilocale via Maddalene 50BIS, Regio Parco, Torino",05/12/2022,€ 79.000,0,3,75 m²,1,2
"Quadrilocale via Gottardo 233, Regio Parco, Torino",05/10/2022,€ 130.000,0,4,100 m²,1,5
"Trilocale via Verolengo 182, Lucento, Torino",06/12/2022,€ 72.000,0,3,70 m²,1,3
"Trilocale corso Benedetto Croce 33, Mirafiori Sud - Onorato Vigliani, Torino",12/12/2022,€ 148.000,0,3,80 m²,1,9
"Bilocale via Giovanni da Verrazzano 51, Crocetta, Torino",29/12/2022,€ 123.000,0,2,47 m²,1,1
"Attico via Giuseppe Talucchi 46, San Donato, Torino",16/12/2022,€ 740.000,0,5,167 m²,2,5
"Terratetto unifamiliare Strada Comunale di Bertolla, Bertolla, Torino",07/12/2022,€ 299.000,0,5+,285 m²,3,
"Quadrilocale via Schina, 8, San Donato, Torino",11/10/2022,€ 327.000,0,4,130 m²,2,3
"Appartamento via Barnaba Panizza, Città Giardino, Torino",29/12/2022,€ 255.000,0,5,160 m²,2,2
"Trilocale via Renato Wuillermin 1, Regio Parco, Torino",29/11/2022,€ 79.000,0,3,70 m²,1,2
"Appartamento corso Luigi Einaudi 8, Crocetta, Torino",20/09/2022,€ 680.000,0,5+,233 m²,3,
"Attico via Evangelista Torricelli 48, Crocetta, Torino",19/11/2022,€ 1.600.000,0,5+,267 m²,2,7
"Quadrilocale via Ventimiglia 37, Nizza Millefonti, Torino",04/11/2022,€ 330.000,0,4,155 m²,2,5
"Appartamento via Tunisi 114, Lingotto, Torino",11/11/2022,€ 259.000,0,5,157 m²,1,2
"Trilocale via Biella 48, Aurora, Torino",16/12/2022,€ 183.000,0,3,76 m²,1,4
"Appartamento corso Raffaello 2, San Salvario - Dante, Torino",03/01/2023,€ 355.000,0,5,125 m²,2,
"Attico corso Eusebio Giambone 11, Lingotto, Torino",22/10/2022,€ 374.000,0,5,190 m²,3,5
"Quadrilocale via Roccaforte 9, Cenisia, Torino",22/12/2022,€ 215.000,0,4,110 m²,1,2
"Appartamento via Amedeo Avogadro, Cittadella, Torino",27/12/2022,€ 789.000,0,5,230 m²,2,3 - 4
"Trilocale corso Dante Alighieri, San Salvario - Dante, Torino",02/01/2023,Prezzo su richiesta,0,3,91 m²,1,
"Quadrilocale corso Dante Alighieri, San Salvario - Dante, Torino",02/01/2023,€ 410.000,0,4,109 m²,2,
"Appartamento corso Dante Alighieri, San Salvario - Dante, Torino",02/01/2023,€ 475.000,0,5,126 m²,2,
Palazzo - Edificio in Vendita,21/11/2022,€ 149.000,0,110 m²,1,1,
"Bilocale via Berruti e Ferrero 14, Mirafiori Nord, Torino",15/06/2022,€ 135.000,0,2,60 m²,1,1
"Quadrilocale corso Raffaello 7, San Salvario - Dante, Torino",16/05/2022,€ 349.000,0,4,120 m²,2,4
"Appartamento via Principi d'Acaja, Cit Turin, Torino",27/12/2022,€ 559.000,0,5+,220 m²,2,3
"Appartamento via Alessandro Manzoni 25, Cittadella, Torino",21/12/2022,€ 310.000,0,5,110 m²,2,R
"Appartamento via Giovanni Servais 200, Parella, Torino",12/12/2022,€ 275.000,0,5,120 m²,2,2
"Appartamento via Cesare Battisti, Via Roma, Torino",27/12/2022,€ 795.000,0,5+,190 m²,2,3
"Trilocale via Ilarione Petitti, San Salvario - Dante, Torino",27/12/2022,€ 364.000,0,3,110 m²,2,3
"Trilocale via Chambery 93, Pozzo Strada, Torino",13/12/2022,€ 149.000,0,3,100 m²,1,1
"Loft corso Svizzera 185, Lucento, Torino",19/11/2022,€ 229.000,0,2,126 m²,1,1
"Trilocale via Le Chiuse 9, San Donato, Torino",04/10/2022,€ 320.000,0,3,100 m²,2,1
"Attico viale 25 Aprile 168, Cavoretto, Torino",14/10/2022,€ 550.000,0,3,123 m²,1,
"Quadrilocale via Fratelli Giuseppe e Antonio Carle 27, Crocetta, Torino",02/12/2022,€ 219.000,0,4,103 m²,1,3
"Trilocale via Pietro Micca 3, Via Roma, Torino",11/06/2022,€ 339.000,0,3,112 m²,2,5
"Trilocale corso Grosseto 289, Lucento, Torino",06/12/2022,€ 115.000,0,3,81 m²,1,2
"Appartamento via De Sonnaz 17, Cittadella, Torino",29/11/2022,€ 590.000,0,5+,236 m²,3,4
"Quadrilocale via Leoncavallo 45 scala C, Barriera di Milano, Torino",25/10/2022,€ 149.000,0,4,124 m²,2,9
"Appartamento via Guido Reni 103, Santa Rita, Torino",08/10/2022,€ 225.000,0,5,168 m²,2,9 - 10
"Quadrilocale via Nuoro 41, Santa Rita, Torino",03/01/2023,€ 179.000,1,4,85 m²,1,2
"Trilocale via Cigna 6, Aurora, Torino",06/12/2022,€ 109.000,0,3,77 m²,1,4
"Quadrilocale corso Monte Cucco 64/B, Pozzo Strada, Torino",04/10/2022,€ 198.000,0,4,110 m²,2,9
"Appartamento via Gorizia 180, Santa Rita, Torino",28/12/2022,€ 279.000,0,5+,151 m²,2,
"Appartamento corso Matteotti 36, Cittadella, Torino",12/12/2022,€ 835.000,0,5+,278 m²,3,2
"Trilocale via Vicoforte 4, Cenisia, Torino",23/11/2022,€ 79.000,0,3,65 m²,1,2
"Trilocale via Alessandro Paravia 5, San Donato, Torino",07/12/2022,€ 195.000,0,3,92 m²,1,4
"Trilocale corso Novara 53, Barriera di Milano, Torino",24/10/2022,€ 119.000,0,3,79 m²,1,5
"Appartamento via Principi d'Acaja 9, San Donato, Torino",16/12/2022,€ 499.000,0,5,141 m²,1,R
"Appartamento via Benvenuto Cellini 31, San Salvario - Dante, Torino",19/10/2022,€ 462.000,0,5,127 m²,2,2
"Quadrilocale corso Carlo e Nello Rosselli 71, Crocetta, Torino",10/11/2022,€ 415.000,0,4,135 m²,2,6
"Appartamento via Bertola 35, Quadrilatero Romano, Torino",04/10/2022,€ 545.000,0,5+,223 m²,2,2
"Appartamento via San Secondo 23, San Secondo, Torino",22/12/2022,€ 320.000,0,5,137 m²,1,4
"Appartamento via Morghen 10, San Donato, Torino",23/12/2022,€ 490.000,0,5,170 m²,2,2
"Bilocale via Matteo Pescatore 10, Giardini Reali, Torino",30/12/2022,€ 169.000,0,2,53 m²,1,3
"Quadrilocale corso Sebastopoli 238, Santa Rita, Torino",03/01/2023,€ 269.000,0,4,115 m²,2,1
"Bilocale via Paolo Sarpi 54, Santa Rita, Torino",12/11/2022,€ 65.000,0,2,36 m²,1,5
"Trilocale via Issiglio, San Paolo, Torino",02/01/2023,€ 260.000,0,3,80 m²,1,
"Quadrilocale via Issiglio, San Paolo, Torino",02/01/2023,€ 365.000,0,4,107 m²,2,
"Appartamento via Issiglio, San Paolo, Torino",02/01/2023,€ 415.000,0,5,124 m²,2,
"Trilocale piazza Monte Tabor, Bertolla, Torino",10/10/2022,€ 79.000,0,3,71 m²,1,T
"Bilocale via Crissolo 9, Cenisia, Torino",05/12/2022,€ 70.000,0,2,44 m²,1,T
"Trilocale via San Francesco di Paola 18, Via Roma, Torino",07/12/2022,€ 320.000,0,3,92 m²,1,4
"Quadrilocale via Taggia 59, Lingotto, Torino",18/11/2022,€ 189.000,0,4,101 m²,1,2
"Open space via Giuseppe Giacosa 4, San Salvario - Dante, Torino",19/09/2022,€ 280.000,0,2,90 m²,1,T
"Open space via Giuseppe Giacosa 4, San Salvario - Dante, Torino",19/09/2022,€ 270.000,0,2,80 m²,1,T
"Bilocale via Sestriere 29, San Paolo, Torino",22/11/2022,€ 105.000,0,2,64 m²,1,1
"Quadrilocale via Gian Domenico Cassini 66, Crocetta, Torino",30/11/2022,€ 370.000,0,4,120 m²,2,3
"Trilocale corso Siracusa 160, Mirafiori Nord, Torino",08/07/2022,€ 105.000,0,3,71 m²,1,4
"Quadrilocale corso Stati Uniti, Crocetta, Torino",21/12/2022,€ 400.000,0,4,103 m²,2,2
"Appartamento via Giacinto Collegno 42/44, Cit Turin, Torino",19/01/2022,€ 387.000,0,5+,133 m²,1,R
"Attico via Morazzone 16, Madonna del Pilone, Torino",05/12/2022,€ 393.000,0,3,139 m²,1,
"Appartamento corso San Maurizio 29, Vanchiglia, Torino",08/09/2022,€ 249.000,0,5,110 m²,2,R
"Trilocale via Breglio 28, Borgo Vittoria, Torino",22/12/2022,€ 89.000,0,3,85 m²,1,4
"Appartamento via San Francesco da Paola 29, Via della Rocca, Torino",01/12/2021,€ 410.000,0,5,120 m²,1,3
"Quadrilocale via Piobesi 26, Mirafiori Sud - Onorato Vigliani, Torino",14/12/2022,€ 147.000,0,4,100 m²,1,5
"Trilocale corso Grosseto 151, Borgo Vittoria, Torino",22/12/2022,€ 49.000,1,3,70 m²,1,6
"Trilocale via Pietro Giuria 25, San Salvario - Dante, Torino",03/01/2023,€ 65.000,1,3,75 m²,1,T
"Quadrilocale corso Unione Sovietica 359, Mirafiori Nord, Torino",14/11/2022,€ 270.000,0,4,100 m²,2,6
"Bilocale via Antonio Canova 5, San Salvario - Dante, Torino",28/12/2022,€ 115.000,0,2,65 m²,1,R
"Trilocale via Maddalene 50, Regio Parco, Torino",22/11/2022,€ 89.000,0,3,80 m²,1,4
"Trilocale via Cuneo 55, Aurora, Torino",14/12/2022,€ 115.000,0,3,70 m²,1,4
"Villa unifamiliare Strada dei Calleri, Superga, Torino",28/11/2022,€ 990.000,0,5+,700 m²,3+,
"Bilocale via Monesiglio 23, Santa Rita, Torino",21/12/2022,€ 105.000,0,2,62 m²,1,1
"Trilocale via Porta Palatina 1, Quadrilatero Romano, Torino",25/11/2022,€ 195.000,0,3,65 m²,1,2
"Trilocale Strada Basse del Lingotto 68, Mirafiori Sud - Onorato Vigliani, Torino",13/12/2022,€ 119.000,0,3,85 m²,1,1
"Trilocale Strada Lanzo 147/5, Barriera di Lanzo, Torino",07/12/2022,€ 108.000,0,3,90 m²,1,2
"Trilocale via Andrea Doria 6, Via Roma, Torino",29/12/2022,€ 268.000,0,3,75 m²,1,3
"Quadrilocale via Sempione 148, Barriera di Milano, Torino",26/11/2022,€ 89.000,0,4,80 m²,1,5
"Quadrilocale via Principessa Felicita Di Savoia 8/12, Gran Madre - Crimea, Torino",02/01/2023,€ 580.000,0,4,106 m²,2,1
"Appartamento via Principessa Felicita Di Savoia 8/12, Gran Madre - Crimea, Torino",02/01/2023,€ 700.000,0,5,148 m²,2,1
"Trilocale corso Alberto Picco 34/24, Gran Madre - Crimea, Torino",02/01/2023,€ 380.000,0,3,90 m²,2,R
"Trilocale corso Dante Alighieri 61, San Salvario - Dante, Torino",28/12/2022,€ 149.000,0,3,80 m²,1,
"Trilocale via Val Lagarina 39, Torino",21/07/2022,€ 250.000,0,3,93 m²,2,M
"Trilocale via Val Lagarina 39, Torino",21/07/2022,€ 270.000,0,3,93 m²,2,M
"Trilocale via Val Lagarina 39, Torino",21/07/2022,€ 285.000,0,3,93 m²,2,M
"Trilocale via Val Lagarina 39, Torino",21/07/2022,€ 305.000,0,3,93 m²,2,M
"Quadrilocale via Val Lagarina 39, Torino",21/07/2022,€ 310.000,0,4,109 m²,2,M
"Quadrilocale via Val Lagarina 39, Torino",21/07/2022,€ 330.000,0,4,109 m²,2,M
"Quadrilocale via Val Lagarina 39, Torino",21/07/2022,€ 355.000,0,4,109 m²,2,M
"Attico via Val Lagarina 39, Torino",21/07/2022,€ 380.000,0,3,102 m²,1,A
"Attico via Val Lagarina 39, Torino",21/07/2022,€ 405.000,0,3,111 m²,1,A
"Appartamento via Val Lagarina 39, Torino",21/07/2022,€ 405.000,0,5,141 m²,3,M
"Appartamento via Val Lagarina 39, Torino",21/07/2022,€ 425.000,0,5,141 m²,3,M
"Appartamento via Val Lagarina 39, Torino",21/07/2022,€ 465.000,0,5,141 m²,3,M
